abs_action_x,abs_action_y,curr_vel_x,curr_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,action_x,action_y,time_action,time_step
1.3538026587484273,0.4781156767736398,0.41,-0.07,0.55,-0.05,-0.09,0.4,3.82,0.38,-0.17,0.9399999976158142,0.550000011920929,0.0320284366607666,0.1
1.3830883305170363,-0.3464171146903408,0.44,0.12,0.55,-0.05,-0.09,0.4,3.86,0.39,0.27,0.9399999976158142,-0.4699999988079071,0.06361198425292969,0.1
1.3553826152731543,0.42642334046411157,0.44,-0.06,0.55,-0.05,-0.09,0.4,3.91,0.39,-0.15,0.9200000166893005,0.49000000953674316,0.0062503814697265625,0.1
1.3942353046957674,-0.3579934791376174,0.46,0.12,0.55,-0.05,-0.1,0.4,3.95,0.39,0.26,0.9300000071525574,-0.47999998927116394,0.0017092227935791016,0.1
1.3643800118378333,0.4699000105474038,0.43,-0.07,0.55,-0.05,-0.1,0.4,4.0,0.39,-0.16,0.9300000071525574,0.5400000214576721,0.001926422119140625,0.1
1.3924672413702817,-0.39282532413816085,0.45,0.13,0.55,-0.05,-0.1,0.4,4.04,0.4,0.27,0.9399999976158142,-0.5199999809265137,0.001889944076538086,0.1
1.3537305675239475,0.4377018886659667,0.41,-0.07,0.55,-0.06,-0.1,0.4,4.08,0.4,-0.17,0.9399999976158142,0.5099999904632568,0.03444790840148926,0.1
1.3853888453565604,-0.40372012007688796,0.46,0.12,0.55,-0.06,-0.1,0.4,4.13,0.4,0.25,0.9300000071525574,-0.5199999809265137,0.04666614532470703,0.1
1.362098555651479,0.4579463359571872,0.42,-0.08,0.55,-0.06,-0.1,0.4,4.17,0.4,-0.19,0.9399999976158142,0.5400000214576721,0.049614667892456055,0.1
1.3758990376172184,-0.35823226229215666,0.44,0.11,0.55,-0.06,-0.11,0.4,4.22,0.4,0.25,0.9399999976158142,-0.4699999988079071,0.06629037857055664,0.1
1.3641677574119973,0.4285971664801976,0.43,-0.07,0.55,-0.06,-0.11,0.4,4.26,0.41,-0.16,0.9300000071525574,0.5,0.00970149040222168,0.1
1.38550489750363,-0.4041755669791194,0.46,0.12,0.55,-0.06,-0.11,0.4,4.31,0.41,0.25,0.9300000071525574,-0.5199999809265137,0.0019545555114746094,0.1
1.362098555651479,0.4579463359571872,0.42,-0.08,0.55,-0.06,-0.11,0.4,4.35,0.41,-0.19,0.9399999976158142,0.5400000214576721,0.01677846908569336,0.1
1.3758990376172184,-0.35823226229215666,0.44,0.11,0.55,-0.06,-0.11,0.4,4.4,0.41,0.25,0.9399999976158142,-0.4699999988079071,0.004174709320068359,0.1
1.3641677574119973,0.4285971664801976,0.43,-0.07,0.55,-0.06,-0.12,0.4,4.44,0.41,-0.16,0.9300000071525574,0.5,0.01217961311340332,0.1
1.38550489750363,-0.4041755669791194,0.46,0.12,0.55,-0.06,-0.12,0.4,4.49,0.41,0.25,0.9300000071525574,-0.5199999809265137,0.18670868873596191,0.1
1.362098555651479,0.4179463144995151,0.42,-0.08,0.55,-0.07,-0.12,0.4,4.53,0.42,-0.19,0.9399999976158142,0.5,0.004161834716796875,0.1
1.3879911850183824,-0.37557826734685806,0.45,0.1,0.55,-0.07,-0.12,0.4,4.57,0.42,0.23,0.9399999976158142,-0.47999998927116394,0.005588531494140625,0.1
1.3623213294729046,0.4072240694491246,0.44,-0.08,0.55,-0.07,-0.12,0.4,4.62,0.42,-0.18,0.9200000166893005,0.49000000953674316,0.04959678649902344,0.1
1.3880481484256393,-0.4146818900006205,0.46,0.11,0.55,-0.07,-0.12,0.4,4.67,0.42,0.23,0.9300000071525574,-0.5199999809265137,0.03506636619567871,0.1
1.3603336096311827,0.4482776655253883,0.43,-0.09,0.55,-0.07,-0.13,0.4,4.71,0.42,-0.21,0.9300000071525574,0.5400000214576721,0.008832454681396484,0.1
1.3777005407624492,-0.3666934780343716,0.43,0.1,0.55,-0.07,-0.13,0.4,4.75,0.42,0.24,0.949999988079071,-0.4699999988079071,0.1026151180267334,0.1
1.3630483889842089,0.4112082599252999,0.44,-0.08,0.55,-0.07,-0.13,0.4,4.8,0.42,-0.18,0.9200000166893005,0.49000000953674316,0.00496673583984375,0.1
1.3872997056761902,-0.4114781594794217,0.46,0.11,0.55,-0.07,-0.13,0.4,4.84,0.42,0.23,0.9300000071525574,-0.5199999809265137,0.03428244590759277,0.1
1.3607868403411396,0.4504304710995698,0.43,-0.09,0.55,-0.07,-0.13,0.4,4.89,0.42,-0.2,0.9300000071525574,0.5400000214576721,0.01835918426513672,0.1
1.376994901584137,-0.4425967814959718,0.44,0.11,0.54,-0.08,-0.14,0.4,4.93,0.42,0.24,0.9399999976158142,-0.550000011920929,0.02341175079345703,0.1
1.3498227484439222,0.40700072099954937,0.42,-0.09,0.54,-0.08,-0.14,0.4,4.98,0.42,-0.22,0.9300000071525574,0.5,0.002043485641479492,0.1
1.380113909241681,-0.3761930438771623,0.44,0.09,0.54,-0.08,-0.14,0.4,5.02,0.42,0.21,0.9399999976158142,-0.4699999988079071,0.03731656074523926,0.1
1.3512819041509476,0.40086740345402905,0.45,-0.09,0.54,-0.08,-0.14,0.4,5.07,0.42,-0.2,0.8999999761581421,0.49000000953674316,0.02108144760131836,0.1
1.3792119701665473,-0.42096154250426415,0.45,0.1,0.54,-0.08,-0.15,0.4,5.11,0.42,0.22,0.9300000071525574,-0.5199999809265137,0.09369945526123047,0.1
1.3493494066472396,0.4326751445288338,0.44,-0.1,0.54,-0.08,-0.15,0.4,5.16,0.42,-0.22,0.9100000262260437,0.5299999713897705,0.011087894439697266,0.1
1.3690073570544405,-0.41226214954430984,0.43,0.1,0.54,-0.08,-0.15,0.4,5.2,0.42,0.22,0.9399999976158142,-0.5099999904632568,0.04449605941772461,0.1
1.3503336191679258,0.4082776440677162,0.43,-0.09,0.54,-0.08,-0.15,0.4,5.24,0.42,-0.21,0.9200000166893005,0.5,0.050351619720458984,0.1
1.379735161515966,-0.4544333564928641,0.44,0.1,0.54,-0.09,-0.16,0.4,5.29,0.42,0.21,0.9399999976158142,-0.550000011920929,0.04087424278259277,0.1
1.3475970490188642,0.39626583039832064,0.43,-0.1,0.54,-0.09,-0.16,0.4,5.33,0.42,-0.24,0.9200000166893005,0.5,0.012961387634277344,0.1
1.3718306233330573,-0.37560622484933426,0.43,0.08,0.54,-0.09,-0.16,0.4,5.38,0.42,0.19,0.9399999976158142,-0.46000000834465027,0.004155874252319336,0.1
1.3503490811047758,0.33524395006228186,0.46,-0.09,0.54,-0.09,-0.16,0.4,5.42,0.42,-0.2,0.8899999856948853,0.4300000071525574,0.008433103561401367,0.1
1.3830648993853198,-0.3995579951777689,0.46,0.08,0.54,-0.09,-0.17,0.4,5.47,0.42,0.17,0.9200000166893005,-0.47999998927116394,0.11465930938720703,0.1
1.3478365748305623,0.4137660049649168,0.46,-0.11,0.54,-0.09,-0.17,0.4,5.52,0.42,-0.23,0.8899999856948853,0.5199999809265137,0.15071916580200195,0.1
1.3705161840170894,-0.4191384846068029,0.43,0.09,0.54,-0.09,-0.17,0.4,5.56,0.42,0.21,0.9399999976158142,-0.5099999904632568,0.04212522506713867,0.1
1.3489565935875696,0.39091856843808814,0.44,-0.1,0.54,-0.09,-0.17,0.4,5.6,0.42,-0.22,0.9100000262260437,0.49000000953674316,0.09317445755004883,0.1
1.3812078778632608,-0.4614810511975067,0.44,0.09,0.54,-0.1,-0.18,0.4,5.65,0.42,0.2,0.9399999976158142,-0.550000011920929,0.010854721069335938,0.1
1.3460106159958338,0.3786682278722079,0.44,-0.11,0.54,-0.1,-0.18,0.4,5.69,0.42,-0.25,0.9100000262260437,0.49000000953674316,0.06830787658691406,0.1
1.3732028505263911,-0.43295916862095674,0.43,0.08,0.54,-0.1,-0.18,0.4,5.74,0.42,0.18,0.9399999976158142,-0.5099999904632568,0.01880502700805664,0.1
1.3459645284320239,0.3659985166205351,0.46,-0.11,0.54,-0.1,-0.19,0.4,5.78,0.42,-0.24,0.8899999856948853,0.47999998927116394,0.09305667877197266,0.1
1.3735826380062075,-0.3851261547501217,0.43,0.07,0.54,-0.1,-0.19,0.4,5.83,0.41,0.17,0.9399999976158142,-0.46000000834465027,0.002736330032348633,0.1
1.3484307709103192,0.32524978807374016,0.47,-0.1,0.54,-0.1,-0.19,0.4,5.87,0.41,-0.22,0.8799999952316284,0.4300000071525574,0.028059720993041992,0.1
1.384219390226075,-0.44651274915714717,0.46,0.07,0.54,-0.11,-0.2,0.4,5.92,0.41,0.16,0.9200000166893005,-0.5199999809265137,0.0037026405334472656,0.1
1.3539607019174118,0.35826396556364715,0.45,-0.12,0.54,-0.11,-0.2,0.4,5.97,0.41,-0.26,0.8999999761581421,0.47999998927116394,0.0547947883605957,0.1
1.374519333469724,-0.440768879183161,0.43,0.07,0.54,-0.11,-0.2,0.4,6.01,0.41,0.16,0.9399999976158142,-0.5099999904632568,0.03640437126159668,0.1
1.3543238666189887,0.3596263935097984,0.45,-0.12,0.54,-0.11,-0.21,0.4,6.06,0.4,-0.26,0.8999999761581421,0.47999998927116394,0.07256841659545898,0.1
1.3743800023010901,-0.43989997955298854,0.43,0.07,0.54,-0.11,-0.21,0.4,6.1,0.4,0.16,0.9399999976158142,-0.5099999904632568,0.0019278526306152344,0.1
1.3545637050025352,0.31053529931345975,0.45,-0.12,0.54,-0.12,-0.21,0.4,6.15,0.4,-0.26,0.8999999761581421,0.4300000071525574,0.0019855499267578125,0.1
1.3763186375693823,-0.4525571480644899,0.45,0.06,0.54,-0.12,-0.22,0.4,6.19,0.4,0.13,0.9300000071525574,-0.5099999904632568,0.0336759090423584,0.1
1.3409171695406494,0.3745857226668411,0.47,-0.14,0.54,-0.12,-0.22,0.4,6.24,0.39,-0.28,0.8700000047683716,0.5099999904632568,0.020353317260742188,0.1
1.3745760144941688,-0.47191773452805813,0.42,0.07,0.54,-0.12,-0.22,0.4,6.28,0.39,0.16,0.949999988079071,-0.5400000214576721,0.04527997970581055,0.1
1.352339819043414,0.35237292890179095,0.45,-0.13,0.54,-0.12,-0.23,0.4,6.33,0.39,-0.27,0.8999999761581421,0.47999998927116394,0.05554556846618652,0.1
1.3653624227594399,-0.4870174168971171,0.43,0.06,0.54,-0.13,-0.23,0.4,6.37,0.38,0.15,0.9399999976158142,-0.550000011920929,0.05244302749633789,0.1
1.3405087795219606,0.30605289356173737,0.45,-0.13,0.53,-0.13,-0.24,0.4,6.42,0.38,-0.29,0.8899999856948853,0.4399999976158142,0.0023190975189208984,0.1
1.3673887740274986,-0.46213490285633496,0.44,0.05,0.53,-0.13,-0.24,0.4,6.46,0.38,0.11,0.9300000071525574,-0.5099999904632568,0.014424562454223633,0.1
1.3184010449344632,0.3546300749381786,0.48,-0.15,0.53,-0.13,-0.25,0.4,6.51,0.37,-0.3,0.8399999737739563,0.5,0.06936287879943848,0.1
1.3559491161781625,-0.521807795113266,0.42,0.06,0.53,-0.14,-0.25,0.4,6.55,0.37,0.14,0.9399999976158142,-0.5799999833106995,0.0032889842987060547,0.1
1.3375967635411705,0.2866224480241389,0.45,-0.14,0.53,-0.14,-0.26,0.4,6.6,0.37,-0.31,0.8899999856948853,0.4300000071525574,0.015839099884033203,0.1
1.3684114639335652,-0.4726450100301938,0.44,0.04,0.53,-0.14,-0.26,0.4,6.64,0.36,0.08,0.9300000071525574,-0.5099999904632568,0.0879359245300293,0.1
1.3153779729707633,0.34344902697985247,0.49,-0.16,0.53,-0.14,-0.27,0.4,6.69,0.36,-0.31,0.8299999833106995,0.5,0.08198165893554688,0.1
1.3568269111125955,-0.5284701455004871,0.42,0.05,0.53,-0.15,-0.27,0.4,6.74,0.35,0.12,0.9399999976158142,-0.5799999833106995,0.001672983169555664,0.1
1.3254817857075314,0.27855250062804826,0.46,-0.15,0.53,-0.15,-0.28,0.4,6.78,0.35,-0.32,0.8700000047683716,0.4300000071525574,0.17161083221435547,0.1
1.3688231947772427,-0.4782090235661865,0.43,0.03,0.53,-0.15,-0.28,0.4,6.83,0.34,0.07,0.9399999976158142,-0.5099999904632568,0.002706289291381836,0.1
1.3239493660218136,0.24908702074143038,0.48,-0.16,0.53,-0.16,-0.29,0.4,6.88,0.33,-0.32,0.8399999737739563,0.4099999964237213,0.07975196838378906,0.1
1.3694052611867693,-0.4871303003225985,0.44,0.02,0.53,-0.16,-0.3,0.4,6.92,0.33,0.05,0.9300000071525574,-0.5099999904632568,0.03905940055847168,0.1
1.2909221674434022,0.2885490322110375,0.49,-0.17,0.52,-0.16,-0.3,0.4,6.97,0.32,-0.34,0.800000011920929,0.46000000834465027,0.029770851135253906,0.1
1.3588505622851166,-0.5489483412251889,0.42,0.03,0.52,-0.17,-0.31,0.4,7.01,0.32,0.07,0.9399999976158142,-0.5799999833106995,0.20348381996154785,0.1
1.2981997021453107,0.28272892207440015,0.48,-0.18,0.52,-0.17,-0.32,0.4,7.06,0.31,-0.36,0.8199999928474426,0.46000000834465027,0.05496358871459961,0.1
1.3592442243886,-0.5948151220470049,0.42,0.03,0.52,-0.18,-0.33,0.4,7.1,0.3,0.06,0.9399999976158142,-0.6200000047683716,0.026210546493530273,0.1
1.2861146232569425,0.225358222586822,0.49,-0.18,0.52,-0.18,-0.34,0.4,7.15,0.3,-0.36,0.800000011920929,0.4099999964237213,0.0018229484558105469,0.1
1.3599636726642723,-0.5844101312242926,0.43,0.01,0.52,-0.19,-0.34,0.4,7.2,0.29,0.01,0.9300000071525574,-0.5899999737739563,0.03906393051147461,0.1
1.2702680824344341,0.24669768456614705,0.5,-0.2,0.52,-0.19,-0.35,0.4,7.25,0.28,-0.39,0.7699999809265137,0.44999998807907104,0.0016434192657470703,0.1
1.3499319689896176,-0.6224404034650151,0.42,0.01,0.51,-0.2,-0.36,0.4,7.29,0.27,0.02,0.9300000071525574,-0.6299999952316284,0.0019855499267578125,0.1
1.250673705308007,0.19769864458800382,0.5,-0.2,0.51,-0.2,-0.38,0.4,7.34,0.26,-0.38,0.75,0.4000000059604645,0.10403227806091309,0.1
1.3499206086152333,-0.6083595208576036,0.44,-0.01,0.51,-0.21,-0.39,0.4,7.39,0.25,-0.02,0.9100000262260437,-0.6000000238418579,0.003820657730102539,0.1
1.2153569648800973,0.170894562524881,0.52,-0.22,0.51,-0.22,-0.41,0.4,7.44,0.24,-0.4,0.699999988079071,0.38999998569488525,0.0019001960754394531,0.1
1.3394500907319273,-0.6219908583209565,0.44,-0.02,0.5,-0.22,-0.42,0.4,7.48,0.23,-0.05,0.8999999761581421,-0.6000000238418579,0.0019958019256591797,0.1
1.1600635232401637,0.18455857957903551,0.53,-0.24,0.5,-0.23,-0.44,0.4,7.54,0.22,-0.42,0.6299999952316284,0.41999998688697815,0.03721928596496582,0.1
1.3295251285793226,-0.6902025768627437,0.43,-0.02,0.49,-0.24,-0.46,0.4,7.58,0.21,-0.05,0.8999999761581421,-0.6700000166893005,0.038907527923583984,0.1
1.1405333646876414,-0.004380805903694024,0.53,-0.23,0.49,-0.26,-0.49,0.4,7.64,0.19,-0.42,0.6100000143051147,0.23000000417232513,0.0016355514526367188,0.1
1.2488060100338694,-0.5552077598049943,0.49,-0.11,0.48,-0.27,-0.51,0.4,7.68,0.18,-0.21,0.7599999904632568,-0.44999998807907104,0.013220787048339844,0.1
0.9007400196756101,0.09894398071443355,0.57,-0.31,0.47,-0.29,-0.55,0.4,7.75,0.16,-0.5,0.33000001311302185,0.4099999964237213,0.016516685485839844,0.1
1.2843097113379227,-0.7705343438716254,0.43,-0.07,0.46,-0.3,-0.59,0.4,7.79,0.14,-0.16,0.8500000238418579,-0.699999988079071,0.08572173118591309,0.1
